ray,nothing,0.434194 , 5.673827 , 0.0765258
sboyer,fixflo,0.331881 , 4.154988 , 0.0798753
sboyer,nothing,0.334996 , 4.172753 , 0.0802818
scheme,nothing,0.317527 , 6.475975 , 0.0490315
simplex,nothing,0.253805 , 4.045331 , 0.0627402
slatex,fixflo,0.638565 , 1.857134 , 0.343844
slatex,nothing,0.647203 , 1.893953 , 0.341721
string,fixflo,0.028104 , 5.119864 , 0.00548921
string,nothing,0.032601 , 5.098563 , 0.00639415
sum,fixflo,0.006682 , 5.079461 , 0.00131549
sum,nothing,0.007162 , 5.058395 , 0.00141586
sum1,fixflo,0.004409 , 6.777136 , 0.00065057
sum1,nothing,0.003755 , 6.039807 , 0.000621709
sumfp,fixflo,0.006779 , 5.235698 , 0.00129477
sumfp,nothing,0.007358 , 5.231441 , 0.0014065
sumloop,fixflo,0.004217 , 5.018708 , 0.000840256
sumloop,nothing,0.003824 , 5.013901 , 0.00076268
tail,fixflo,0.36287 , 4.828931 , 0.075145
tail,nothing,0.37685 , 4.898131 , 0.0769375
tak,fixflo,0.02296 , 4.202015 , 0.00546405
tak,nothing,0.034729 , 6.347280 , 0.00547148
takl,fixflo,0.019191 , 5.868577 , 0.00327013
takl,nothing,0.021227 , 5.936295 , 0.0035758
trav1,fixflo,0.196182 , 4.790520 , 0.0409521
trav1,nothing,0.230919 , 4.815070 , 0.0479576
trav2,fixflo,0.142768 , 4.467821 , 0.0319547
trav2,nothing,0.139026 , 4.462392 , 0.031155
triangl,fixflo,0.035222 , 4.614130 , 0.00763351
triangl,nothing,0.037272 , 4.648714 , 0.0080177
wc,fixflo,0.009428 , 2.705340 , 0.00348496
wc,nothing,0.008401 , 2.672445 , 0.00314356
